after_follower,birth_date,collaboration,death_date,display_name,first,fullname,irn,last,middle,nationality,organization,party_type,role,ulan:id,ulan:name
,1826,,1906,Henrick Ibsen,Henrick,Henrick Ibsen,3127,Ibsen,,,,Registration-Verified,Author,,
,,,,"James T. Morse, Jr.",James,"James T. Morse, Jr.",3128,"Morse, Jr.",T.,,,Registration-Verified,Author,,
,1572-1673,,1572-1673,Ben Johnson,Ben,Ben Johnson,3129,Johnson,,,,Registration-Verified,Author,,
,1709-1784,,1709-1784,Samuel Johnson,Samuel,Samuel Johnson,3131,Johnson,,,,Registration-Verified,Author,,
,1819-1875,,1819-1875,Charles Kingsley,Charles,Charles Kingsley,3133,Kingsley,,,,Registration-Verified,Author,,
,1775-1834,,1775-1834,Charles Lamb,Charles,Charles Lamb,3135,Lamb,,,,Registration-Verified,Author,,
,,,,John Lilly,John,John Lilly,3136,Lilly,,,,Registration-Verified,Author,,
,1803-1873,,1803-1873,EdwardBulwer Lytton,EdwardBulwer,EdwardBulwer Lytton,3138,Lytton,,,,Registration-Verified,Author,,
,1862-1949,,1862-1949,Maurice Maeterlinck,Maurice,Maurice Maeterlinck,3140,Maeterlinck,,,,Registration-Verified,Author,,
,1622-1673,,1622-1673,Prosper Mérimée,Prosper,Prosper Mérimée,3142,Mérimée,,,,Registration-Verified,Author,,
,,,,JeanBaptiste Molière,JeanBaptiste,JeanBaptiste Molière,3143,Molière,,,,Registration-Verified,Author,,
,,,,Charles Reade,Charles,Charles Reade,3145,Reade,,,,Registration-Verified,Author,,
,,,,GeorgeBernard Shaw,GeorgeBernard,GeorgeBernard Shaw,3147,Shaw,,,,Registration-Verified,Author,,
,,,,PercyBysshe Shelley,PercyBysshe,PercyBysshe Shelley,3149,Shelley,,,,Registration-Verified,Author,,
,,,,RichardBrinsley Sheridan,RichardBrinsley,RichardBrinsley Sheridan,3150,Sheridan,,,,Registration-Verified,Author,,
,,,,Laurence Sterne,Laurence,Laurence Sterne,3152,Sterne,,,,Registration-Verified,Author,,
,,,,Algernon Swinburne,Algernon,Algernon Swinburne,3153,Swinburne,,,,Registration-Verified,Author,,
,,,,HenryDavid Thoreau,HenryDavid,HenryDavid Thoreau,3155,Thoreau,,,,Registration-Verified,Author,,
,,,,William Wordsworth,William,William Wordsworth,3156,Wordsworth,,,,Registration-Verified,Author,,
,,,,Emile Zola,Emile,Emile Zola,3158,Zola,,,,Registration-Verified,Author,,
,1819,,1900,"Ruskin, John",John,John Ruskin,606098,Ruskin,,,,Ulan,Author,500006262,"Ruskin, John"
,1922,,,"Roche, Kevin",Kevin,Kevin Roche,631717,Roche,,,,Ulan,author,500032415,"Roche, Kevin"
,1834,,1894,"Hamerton, Philip Gilbert",Philip,Philip G. Hamerton,646828,Hamerton,Gilbert,,,Ulan,Author,500048327,"Hamerton, Philip Gilbert"
,1555,,1636,Dong Qichang,,Dong Qichang,2764,Dong Qichang,,,,Registration-Verified,Calligrapher,,
,400,,515,Zheng Daozhao,Zheng,Zheng Daozhao,2950,Daozhao,,,,Registration-Verified,Calligrapher,,
,1759,,1844,Qian Yong,,Qian Yong,3067,Qian Yong,,,,Registration-Verified,Calligrapher,,
,1754,,1815,Yi Bingshou,,Yi Bingshou,3476,Yi Bingshou,,,,Curatorial--not verified,Calligrapher,,
,1901,,1969,Gao Baishi,,Gao Baishi,3478,Gao Baishi,,,,Registration-Verified,Calligrapher,,
,"August 30, 1785",,"November 22, 1850",Lin Zexu,,Lin Zexu,3485,Lin Zexu,,,,Registration-Verified,Calligrapher,,
,1858,,1927,Kang Youwei,,Kang Youwei,3486,Kang Youwei,,,,Curatorial--not verified,Calligrapher,,
,1852,,1924,Lin Shu,,Lin Shu,3489,Lin Shu,,,,Curatorial--not verified,Calligrapher,,
,1639,,1708,Sun Yueban,,Sun Yueban,5129,Sun Yueban,,,,Curatorial Not Verified,Calligrapher,,
,1725,,1775,Chen Hongshou,,Chen Hongshou,5391,Chen Hongshou,,,,Registration-Verified,Calligrapher,,
,1871,,1942,Zhu Deyi,,Zhu Deyi,5522,Zhu Deyi,,,,Registration-Verified,Calligrapher,,
,1810,,1882,Chen Li,,Chen Li,5524,Chen Li,,,,Registration-Verified,Calligrapher,,
,1778,,1859,Huang Peifang,,Huang Peifang,5543,Huang Peifang,,,,Registration-Verified,Calligrapher,,
,,,,Huang Lezhi,,Huang Lezhi,5545,Huang Lezhi,,,,Curatorial--not verified,Calligrapher,,
,1826,,1890,Sun Yijing,,Sun Yijing,5553,Sun Yijing,,,,Registration-Verified,Calligrapher,,
,1867,,1920,Li Ruiqing,,Li Ruiqing,5554,Li Ruiqing,,,,Registration-Verified,Calligrapher,,
,1794,,1839,Huang Zigao,,Huang Zigao,5555,Huang Zigao,,,,Registration-Verified,Calligrapher,,
,1849,,1908,Huang Shiling,,Huang Shiling,5556,Huang Shiling,,,,Registration-Verified,Calligrapher,,
,1733,,1818,Weng Fanggang,,Weng Fanggang,5557,Weng Fanggang,,,,Registration-Verified,Calligrapher,,
,,,,Dong Jiaozeng,,Dong Jiaozeng,5560,Dong Jiaozeng,,,,Curatorial--not verified,Calligrapher,,
,,,,Lu Tai,,Lu Tai,5561,Lu Tai,,,,Curatorial--not verified,Calligrapher,,
,,,,Pang Zhengheng,,Pang Zhengheng,5562,Pang Zhengheng,,,,Curatorial--not verified,Calligrapher,,
,,,,Zhong Yingshao,,Zhong Yingshao,5563,Zhong Yingshao,,,,Curatorial--not verified,Calligrapher,,
,1769,,,Liang Airu,,Liang Airu,5565,Liang Airu,,,,Curatorial--not verified,Calligrapher,,
,,,,Zhao Yun,,Zhao Yun,5615,Zhao Yun,,,,Curatorial--not verified,Calligrapher,,
,1834,,1895,Li Wentian,,Li Wentian,5616,Li Wentian,,,,Registration-Verified,Calligrapher,,
,1691,,1745,Zhang Zhao,,Zhang Zhao,5618,Zhang Zhao,,,,Registration-Verified,Calligrapher,,
,1800,,,Cao Zhou,,Cao Zhou,5619,Cao Zhou,,,,Registration-Verified,Calligrapher,,
,1942,,,Tong Yang Tze,,Tong Yang Tze,5632,Tong Yang Tze,,,,Registration-Verified,Calligrapher,,
,1830,,1904,Weng Tonghe,,Weng Tonghe,5693,Weng Tonghe,,,,Registration-Verified,Calligrapher,,
,1850,,1916,Raphaël Collin,Raphaël,Raphaël Collin,1850,Collin,,,,ULAN,Decorator,,Raphaël Collin
,1775,,1827,Gottfried Schmidt,Gottfried,Gottfried Schmidt,2620,Schmidt,,Austrian,,Registration-Verified,Decorator,,
,1777,,1840,Jean-Pierre Feuillet,Jean-Pierre,Jean-Pierre Feuillet,2697,Feuillet,,,,Registration-Verified,Decorator,,
,1719,,about 1799,Étienne-Henri LeGuay,Étienne-Henri,Étienne-Henri LeGuay,2816,LeGuay,,,,ULAN,Decorator,,Étienne-Henri LeGuay
,1865,,1953,Lucien Lévy-Dhurmen,Lucien,Lucien Lévy-Dhurmen,2818,Lévy-Dhurmen,,,,ULAN,Decorator,,Lucien Lévy-Dhurmen
,,,,Pierre-Antoine Méreaud,,Pierre-Antoine Méreaud,2829,Pierre-Antoine Méreaud,,,,ULAN,Decorator,,Pierre-Antoine Méreaud
Attributed to,1700,,1779,Christian Friederich Herold,,Christian Friederich Herold,2841,Christian Friederich Herold,,,,ULAN,Decorator,,Christian Friederich Herold
,1878,,1956,Mary F. Overbeck,Mary,Mary F. Overbeck,2858,Overbeck,Frances,,,Registration-Verified,Decorator,,
,1865,,1946,Charles Virion,Charles,Charles Virion,3063,Virion,,,,Registration-Verified,Decorator,,
,1876,,"July 18, 1948",Janet Payne Bowles,,Janet Payne Bowles,911,Janet Payne Bowles,,,,ULAN,Decorator,,Janet Payne Bowles
,,,,G. Giuseffi L.T. Company,,G. Giuseffi L.T. Company,1079,,,,G. Giuseffi L.T. Company,Organisation,Design House,,
,1880,,1936,"Patou, Jean",,"Patou, Jean",3275,"Patou, Jean",,,,Registration-Verified,Design House,,
,,,,Christian Dior Couture,,Christian Dior Couture,5276,,,,Christian Dior Couture,Organisation,Design House,,
,,,,Comme des Garçons,,Comme des Garçons,5898,,,,Comme des Garçons,Organisation,Design House,,
,,,,Maison Martin Margiela,,Maison Martin Margiela,5904,,,,Maison Martin Margiela,Organisation,Design House,,
,,,,Prada,,Prada,5922,,,,Prada,Organisation,Design House,,
,,,,Complice,,Complice,6547,,,,Complice,Organisation,Design House,,
,,,,The House of Adair,,The House of Adair,6707,,,French,The House of Adair,Organisation,Design House,,
,,,,House of Moschino,,House of Moschino,6708,,,,House of Moschino,Organisation,Design House,,
,,,,"Valentina Gowns, Inc.",,"Valentina Gowns, Inc.",6883,,,,"Valentina Gowns, Inc.",Organisation,Design House,,
,,,,Chloé,,Chloé,7009,,,,Chloé,Organisation,Design House,,
,,,,Malcolm Starr,,Malcolm Starr,7435,,,,Malcolm Starr,Organisation,Design House,,
,,,,Babani,,Babani,7529,,,,Babani,Organisation,Design House,,
,1838,,1881,Bruce James Talbert,Bruce,Bruce J. Talbert,1059,Talbert,James,,,ULAN,Designer,,Bruce James Talbert
,,,,Scott,,Scott,1105,Scott,,,,Registration-Verified,Designer,,
,1843,,1916,Alexandre Sandier,Alexandre,Alexandre Sandier,1162,Sandier,,French,,Registration-Verified,Designer,,
,,,,"Wilkinson, George",,"Wilkinson, George",1204,"Wilkinson, George",,,,Registration-Verified,Designer,,
,1904,,1995,Adele Simpson,Adele,Adele Simpson,1318,Simpson,,,,Registration-Verified,Designer,,
,1898,,1988,Bes-Ben,,Bes-Ben,1397,Bes-Ben,,,,Registration-Verified,Designer,,
,1900,,1972,"Norell, Norman",Norman,Norman Norell,1419,Norell,,,,Ulan,Designer,500100615,"Norell, Norman"
,,,,"Witherington, William Frederick",,"Witherington, William Frederick",1452,"Witherington, William Frederick",,,,ULAN,Designer,,"Witherington, William Frederick"
,1895,,1972,Cristóbal Balenciaga,,Cristóbal Balenciaga,1510,Cristóbal Balenciaga,,,,ULAN,Designer,,Cristóbal Balenciaga
,1952,,,Jean-Paul Gaultier,Jean-Paul,Jean-Paul Gaultier,1627,Gaultier,,,,Registration-Verified,Designer,,
,1967,,,Patrick Jouin,Patrick,Patrick Jouin,1657,Jouin,,,,Registration-Verified,Designer,,
,1867,,1959,Frank Lloyd Wright,,Frank Lloyd Wright,1689,Frank Lloyd Wright,,American,,ULAN,Designer,,Frank Lloyd Wright
,1812,,1852,Augustus Welby Northmore Pugin,Augustus,Augustus W. Pugin,1728,Pugin,Welby Northmore,,,ULAN,Designer,,Augustus Welby Northmore Pugin
,1868,,1957,Richard Riemerschmid,Richard,Richard Riemerschmid,173,Riemerschmid,,,,ULAN,Designer,,Richard Riemerschmid
,1863,,1957,"Velde, Henry van de",Henry,Henry v. Velde,1734,Velde,van de,,,Ulan,Designer,,"Velde, Henry van de"
,1833,,1898,Edward Burne-Jones,Edward,Edward Burne-Jones,179,Burne-Jones,,,,ULAN,Designer,,Edward Burne-Jones
,1922,,2002,"Blass, Bill",Bill,Bill Blass,209,Blass,,,,Ulan,Designer,500105667,"Blass, Bill"
,1938,,,Mary McFadden,Mary,Mary McFadden,2169,McFadden,,,,Registration-Verified,Designer,,
,1890,,1976,Mainbocher,,Mainbocher,2170,Mainbocher,,,,Registration-Verified,Designer,,
,1869,,1934,Hermann Gradl,Hermann,Hermann Gradl,2183,Gradl,,,,Registration-Verified,Designer,,
,1892,,1992,Keith Murray,Keith,Keith Murray,2640,Murray,,,,Registration-Verified,Designer,,
,,,,Beer,,Beer,2644,Beer,,,,Registration-Verified,Designer,,
,,,,Anonymous,,Anonymous,2740,Anonymous,,,,Registration-Verified,Designer,,
,,,,Unknown,,Unknown,2741,Unknown,,American,,Registration-Verified,Designer,,
,about 1911,,1954,Jacques Fath,,Jacques Fath,2775,Jacques Fath,,,,ULAN,Designer,,Jacques Fath
,1904,,1963,"Waugh, Sidney",,"Waugh, Sidney",2794,"Waugh, Sidney",,,,ULAN,Designer,,"Waugh, Sidney"
,1914,,1982,"Balmain, Pierre",,"Balmain, Pierre",281,"Balmain, Pierre",,,,ULAN,Designer,,"Balmain, Pierre"
,1865,,1953,Lucien Lévy-Dhurmen,Lucien,Lucien Lévy-Dhurmen,2818,Lévy-Dhurmen,,,,ULAN,Designer,,Lucien Lévy-Dhurmen
,,,,"Trout, Dorothy",,"Trout, Dorothy",2824,"Trout, Dorothy",,,,Registration-Verified,Designer,,
,1923,,,"Courrèges, André",Andr,Andr é. Courrèges,2831,Courrèges,é,,,Ulan,Designer,500084871,"Courrèges, André"
,1848,,1933,Louis Comfort Tiffany,Louis,Louis C. Tiffany,2834,Tiffany,Comfort,,,ULAN,Designer,,Louis Comfort Tiffany
,,,,Tiffany Studios,,Tiffany Studios,2835,,,,Tiffany Studios,Organisation,Designer,,
,1868,,1940,Peter Behrens,Peter,Peter Behrens,2849,Behrens,,,,ULAN,Designer,,Peter Behrens
,1758,,1823,"Prud'hon, Pierre-Paul",Pierre-Paul,Pierre-Paul Prud'hon,2860,Prud'hon,,,,ULAN,Designer,,"Prud'hon, Pierre-Paul"
,1785,,1867,Adrien-Louis-Marie Cavelier,Adrien-Louis-Marie,Adrien-Louis-Marie Cavelier,2861,Cavelier,,,,Registration-Verified,Designer,,
,1924,,,"Galanos, James",,"Galanos, James",2879,"Galanos, James",,,,ULAN,Designer,,"Galanos, James"
,1930,,2007,Harry Gordon,Harry,Harry Gordon,2933,Gordon,,,,Registration-Verified,Designer,,
,1887,,1958,Paul T. Frankl,Paul,Paul T. Frankl,3059,Frankl,T.,,,Registration-Verified,Designer,,
,,,,Mrs.Curtis Freshel,Mrs.Curtis,Mrs.Curtis Freshel,3061,Freshel,,,,Registration-Verified,Designer,,
,,,,Anna Griffin Inc.,,Anna Griffin Inc.,3098,Anna Griffin Inc.,,,,Registration-Verified,Designer,,
,1935,,1975,Nettie Rosenstein,Nettie,Nettie Rosenstein,3122,Rosenstein,,,,Registration-Verified,Designer,,
,1880,,1936,"Patou, Jean",,"Patou, Jean",3275,"Patou, Jean",,,,Registration-Verified,Designer,,
,1845,,1924,Imao Keinen,,Imao Keinen,3341,Imao Keinen,,,,Registration-Verified,Designer,,
,1856,,1928,Morizumi Yugoyo,,Morizumi Yugoyo,3342,Morizumi Yugoyo,,,,Registration-Verified,Designer,,
,,,1932,"Meier, George Philip",,"Meier, George Philip",3405,"Meier, George Philip",,,,ULAN,Designer,,"Meier, George Philip"
,1905,,1958,Claire McCardell,Claire,Claire McCardell,3472,McCardell,,,,Registration-Verified,Designer,,
,1825,,1895,"Worth, Charles Frederick",,"Worth, Charles Frederick",3516,"Worth, Charles Frederick",,,,ULAN,Designer,,"Worth, Charles Frederick"
,1854,,1928,Halsey Ricardo,Halsey,Halsey Ricardo,4016,Ricardo,,,,Registration-Verified,Designer,,
,1938,,,Karl Lagerfeld,Karl,Karl Lagerfeld,4122,Lagerfeld,,,,Registration-Verified,Designer,,
,1904,,1976,Russel Wright,,Russel Wright,485,Russel Wright,,,,ULAN,Designer,,Russel Wright
,1723,,1785,Friedrich E. Meyer I,Friedrich,Friedrich E. Meyer I,4917,Meyer,Elias,,,Ulan,Designer,,
,1951,,,Christian Lacroix,Christian,Christian Lacroix,5047,Lacroix,,,,Registration-Verified,Designer,,
,1890,,1973,Elsa Schiaparelli,Elsa,Elsa Schiaparelli,5073,Schiaparelli,,,,Registration-Verified,Designer,,
,1888,,1959,Edvin Ollers,Edvin,Edvin Ollers,5106,Ollers,,,,Curatorial Not Verified,Designer,,
,,,,BarberOsgerby,,BarberOsgerby,518,,,,BarberOsgerby,Organisation,Designer,,
,1955,,,Danny Lane,Danny,Danny Lane,519,Lane,,,,Person,Designer,,
,1880,,1944,Maria M. Gallenga,Maria,Maria M. Gallenga,5308,Gallenga,Monaci,,,Registration-Verified,Designer,,
,1903,,1959,Gilbert Adrian,Gilbert,Gilbert Adrian,5309,Adrian,,,,Registration-Verified,Designer,,
,1978,,,Maarten Baas,Maarten,Maarten Baas,5653,Baas,,,,Registration-Verified,Designer,,
,1965,,,Claudio Colucci,Claudio,Claudio Colucci,5654,Colucci,,,,Registration-Verified,Designer,,
,1964,,,Alfredo Haberli,Alfredo,Alfredo Haberli,5655,Haberli,,,,Registration-Verified,Designer,,
,1963,,,Marcel Wanders,Marcel,Marcel Wanders,5656,Wanders,,,,Registration-Verified,Designer,,
,1956,,2005,Maarten van Severen,Maarten van,Maarten van Severen,5657,Severen,,,,Registration-Verified,Designer,,
,1968,,,Tord Boontje,Tord,Tord Boontje,5658,Boontje,,,,Registration-Verified,Designer,,
,1951,,,Michele De Lucchi,Michele,Michele De Lucchi,5659,De Lucchi,,,,Registration-Verified,Designer,,
,1965,,,Konstantin Grcic,Konstantin,Konstantin Grcic,5660,Grcic,,,,Registration-Verified,Designer,,
,1963,,,Hella Jongerius,Hella,Hella Jongerius,5661,Jongerius,,,,Registration-Verified,Designer,,
,1963,,,Marc Newson,Marc,Marc Newson,5662,Newson,,,,Registration-Verified,Designer,,
,,,,Tejo Remy,Tejo,Tejo Remy,5664,Remy,,,,Registration-Verified,Designer,,
,,Bouroullec Brothers,,Bouroullec Brothers,,Bouroullec Brothers,5665,,,,,Collaboration,Designer,,
,1971,,,Ronan Bouroullec,Ronan,Ronan Bouroullec,5666,Bouroullec,,,,Registration-Verified,Designer,,
,1976,,,Erwan Bouroullec,Erwan,Erwan Bouroullec,5667,Bouroullec,,,,Registration-Verified,Designer,,
,,Claesson Koivisto Rune,,Claesson Koivisto Rune,,Claesson Koivisto Rune,5668,,,,,Collaboration,Designer,,
,1948,,,Francois Bauchet,Francois,Francois Bauchet,5676,Bauchet,,,,Curatorial--not verified,Designer,,
,1971,,,Mathias Bengtsson,Mathias,Mathias Bengtsson,5677,Bengtsson,,,,Person,Designer,,
,1965,,,Jurgen Bey,Jurgen,Jurgen Bey,5679,Bey,,,,Curatorial--not verified,Designer,,
,1968,,,Fernando Brizio,Fernando,Fernando Brizio,5680,Brizio,,,,Curatorial--not verified,Designer,,
,1962,,,Pierre Charpin,Pierre,Pierre Charpin,5681,Charpin,,,,Curatorial--not verified,Designer,,
,,,,Sophie Cook,Sophie,Sophie Cook,5682,Cook,,,,Curatorial--not verified,Designer,,
,1965,,,Matali Crasset,Matali,Matali Crasset,5683,Crasset,,,,Registration-Verified,Designer,,
,1957,,,Bjorn Dahlstrom,Bjorn,Bjorn Dahlstrom,5684,Dahlstrom,,,,Curatorial--not verified,Designer,,
,,,,Carlotta de Bevilacqua,Carlotta de,Carlotta de Bevilacqua,5685,Bevilacqua,,,,Curatorial--not verified,Designer,,
,,,,Nora de Rudder,Nora de,Nora de Rudder,5686,Rudder,,,,Curatorial--not verified,Designer,,
,1959,,,Tom Dixon,Tom,Tom Dixon,5687,Dixon,,,,Registration-Verified,Designer,,
,1946,,,"Dubuisson, Sylvain",Sylvain,Sylvain Dubuisson,5689,Dubuisson,,,,Registration Verified,Designer,500089338,"Dubuisson, Sylvain"
,,,,Christian Flindt,Christian,Christian Flindt,5690,Flindt,,,,Curatorial--not verified,Designer,,
,1964,,,Marti Guixe,Marti,Marti Guixe,5692,Guixe,,,,Curatorial--not verified,Designer,,
,,,,"Elmar Designs, New York",,"Elmar Designs, New York",5809,,,,"Elmar Designs, New York",Organisation,Designer,,
,,,,John-Frederics,,John-Frederics,5810,,,,John-Frederics,Organisation,Designer,,
,1954,,,Marco Zanini,Marco,Marco Zanini,5847,Zanini,,,,Registration-Verified,Designer,,
,1950,,1994,Franco Moschino,Franco,Franco Moschino,5858,Moschino,,,,Registration-Verified,Designer,,
,,,,Clifford B. Stevens,Clifford,Clifford B. Stevens,5866,Stevens,B.,,,Curatorial--not verified,Designer,,
,,,,Edward P. Schreyer,Edward,Edward P. Schreyer,5867,Schreyer,P.,,,Curatorial--not verified,Designer,,
,,,,Harry S. Preble Jr.,Harry,Harry S. Preble Jr.,5868,Preble,S.,,,Curatorial--not verified,Designer,,
,1919,,2008,Jens H. Quistgaard,Jens,Jens H. Quistgaard,5870,Quistgaard,Harald,,,Registration-Verified,Designer,,
,,,,Ernst B. Söhne,Ernst,Ernst B. Söhne,5875,Söhne,Bohne,,,Curatorial--not verified,Designer,,
,"August 6, 1904",,"August 2, 1970",Jean Dessès,Jean,Jean Dessès,5897,Dessès,,,,Registration-Verified,Designer,,
,1943,,,Yohji Yamamoto,Yohji,Yohji Yamamoto,5900,Yamamoto,,,,Registration-Verified,Designer,,
,1940,,,Azzedine Alaïa,Azzedine,Azzedine Alaïa,5902,Alaïa,,,,Registration-Verified,Designer,,
,1957,,,Martin Margiela,Martin,Martin Margiela,5903,Margiela,,,,Registration-Verified,Designer,,
,1969,,2010,Alexander McQueen,Alexander,Alexander McQueen,5906,McQueen,,,,Registration-Verified,Designer,,
,1961,,,Junya Watanabe,Junya,Junya Watanabe,5907,Watanabe,,,,Registration-Verified,Designer,,
,1949,,,Miuccia Prada,Miuccia,Miuccia Prada,5921,Prada,,,,Registration-Verified,Designer,,
,1941,,,Vivienne Westwood,Vivienne,Vivienne Westwood,5928,Westwood,,,,Registration-Verified,Designer,,
,1945,,,Alberto Meda,Alberto,Alberto Meda,5943,Meda,,,,Registration-Verified,Designer,,
,1882,,1966,Narcissa N. Thorne,Narcissa,Narcissa N. Thorne,5954,Thorne,Niblack,,,Registration-Verified,Designer,,
,1958,,,Ole Jensen,Ole,Ole Jensen,5981,Jensen,,,,Registration-Verified,Designer,,
,1913,,1988,"Fornasetti, Piero",Piero,Piero Fornasetti,600116,Fornasetti,,Italian,,Ulan,designer,500000122,"Fornasetti, Piero"
,1911,,1979,Livio Castiglioni,Livio,Livio Castiglioni,6009,Castiglioni,,,,Registration-Verified,Designer,,
,1915,,1996,Fulvio Bianconi,Fulvio,Fulvio Bianconi,6010,Bianconi,,,,Registration-Verified,Designer,,
,1953,,,Ted Muehling,Ted,Ted Muehling,6011,Muehling,,,,Registration-Verified,Designer,,
,1904,,1976,"Wright, Russel",Russel,Russel Wright,601110,Wright,,,,Ulan,Designer,500001139,"Wright, Russel"
,1938,,,"Gwathmey, Charles",Charles,Charles Gwathmey,602469,Gwathmey,,,,Ulan,Designer,500002529,"Gwathmey, Charles"
,1932,,,"Richter, Gerhard",Gerhard,Gerhard Richter,602932,Richter,,,,Ulan,Designer,500003003,"Richter, Gerhard"
,1926,,2004,Gianfranco Frattini,Gianfranco,Gianfranco Frattini,6031,Frattini,,,,Registration-Verified,Designer,,
,1938,,,"King, Perry A.",Perry,Perry A. King,603512,King,A.,,,Ulan,Designer,500003604,"King, Perry A."
,1891,,1979,"Ponti, Giovanni",Giovanni,Giovanni Ponti,603763,Ponti,,Italian,,Ulan,Designer,500003868,"Ponti, Giovanni"
,1914,,2007,"Wegner, Hans J.",Hans,Hans J. Wegner,603897,Wegner,J.,,,Ulan,Designer,500004003,"Wegner, Hans J."
,1927,,,"Givenchy, Hubert de",Hubert,Hubert d. Givenchy,604684,Givenchy,de,,,Ulan,Designer,500004811,"Givenchy, Hubert de"
,1910,,1961,"Saarinen, Eero",Eero,Eero Saarinen,605980,Saarinen,,,,Ulan,designer,500006141,"Saarinen, Eero"
,1904,,1988,"Noguchi, Isamu",Isamu,Isamu Noguchi,608389,Noguchi,,,,Ulan,Designer,500008602,"Noguchi, Isamu"
,1882,,1960,Maurice Marinot,Maurice,Maurice Marinot,608556,Marinot,,,,Ulan,Designer,500008772,Maurice Marinot
,1951,,,"Perkal, Nestor",Nestor,Nestor Perkal,608929,Perkal,,,,Registration-Verified,Designer,500009154,"Perkal, Nestor"
,1929,,,"Gehry, Frank Owen",Frank,Frank O. Gehry,610704,Gehry,Owen,,,Ulan,Designer,500010962,"Gehry, Frank Owen"
,1950,,,"Hadid, Zaha",Zaha,Zaha Hadid,610876,Hadid,,,,Ulan,Designer,500011138,"Hadid, Zaha"
,1939,,,"Pesce, Gaetano",Gaetano,Gaetano Pesce,612112,Pesce,,,,Ulan,Designer,500012401,"Pesce, Gaetano"
,1971,,,John A. Benson,John,John A. Benson,6127,Benson,Angelo,,,Person,Designer,,
,1967,,,Clarissa Berning,Clarissa,Clarissa Berning,6128,Berning,,,,Person,Designer,,
,1887,,1969,"Nizzoli, Marcello",Marcello,Marcello Nizzoli,612821,Nizzoli,,,,Ulan,Designer,500013130,"Nizzoli, Marcello"
,1969,,,Hrafnkell Birgisson,Hrafnkell,Hrafnkell Birgisson,6131,Birgisson,,,,Person,Designer,,
,1953,,,Jonas Bohlin,Jonas,Jonas Bohlin,6132,Bohlin,,,,Registration-Verified,Designer,,
,1931,,,"Mendini, Alessandro",Alessandro,Alessandro Mendini,613531,Mendini,,,,Ulan,Designer,500013850,"Mendini, Alessandro"
,1947,,,James Dyson,James,James Dyson,6137,Dyson,,,,Person,Designer,,
,1967,,,Piet H. Eek,Piet,Piet H. Eek,6138,Eek,Hein,,,Person,Designer,,
,1959,,,Thomas Eriksson,Thomas,Thomas Eriksson,6142,Eriksson,,,,Person,Designer,,
,1952,,,Olivier Gagnère,Olivier,Olivier Gagnère,6144,Gagnère,,,,Person,Designer,,
,1935,,,"Bellini, Mario",Mario,Mario Bellini,614478,Bellini,,,,Ulan,Designer,500014815,"Bellini, Mario"
,1903,,1942,"Ravilious, Eric William",Eric,Eric W. Ravilious,614573,Ravilious,William,,,Ulan,Designer,500014911,"Ravilious, Eric William"
,1970,,,Dögg Gudmundsdóttir,Dögg,Dögg Gudmundsdóttir,6147,Gudmundsdóttir,,,,Person,Designer,,
,1718,,1779,"Chippendale, Thomas",Thomas,Thomas Chippendale,615413,Chippendale,,,,Ulan,Designer,500015768,"Chippendale, Thomas"
,1908,,1986,"Nelson, George",George,George Nelson,617180,Nelson,,,,Ulan,designer,500017574,"Nelson, George"
,1877,,1955,"Howe, George",George,George Howe,617382,Howe,,,,Ulan,Designer,500017781,"Howe, George"
,1942,,,"Kawakubo, Rei",Rei,Rei Kawakubo,617474,Kawakubo,,,,Ulan,Designer,500017874,"Kawakubo, Rei"
,1925,,,"Venturi, Robert",Robert,Robert Venturi,617607,Venturi,,,,Ulan,Designer,500018011,"Venturi, Robert"
,1858,,1942,"Stickley, Gustav",Gustav,Gustav Stickley,617897,Stickley,,,,Ulan,Designer,500018304,"Stickley, Gustav"
,1927,,,"Larsen, Jack Lenor",Jack,Jack L. Larsen,618404,Larsen,Lenor,,,Ulan,Designer,500018823,"Larsen, Jack Lenor"
,1870,,1956,"Hoffmann, Josef Franz Maria",Josef,Josef F. Hoffmann,618753,Hoffmann,Franz Maria,,,Ulan,Designer,500019177,"Hoffmann, Josef Franz Maria"
,1917,,2007,"Sottsass, Ettore",Ettore,Ettore Sottsass,619404,Sottsass,,,,Registration-Verified,Designer,500019835,"Sottsass, Ettore"
,1947,,,"Shire, Peter",Peter,Peter Shire,620079,Shire,,,,Ulan,Designer,500020528,"Shire, Peter"
,1922,,1985,"Gernreich, Rudi",Rudi,Rudi Gernreich,621040,Gernreich,,,,Ulan,Designer,500021505,"Gernreich, Rudi"
,1946,,,Jorge Pensi,Jorge,Jorge Pensi,6216,Pensi,,,,Person,Designer,,
,1902,,1992,Mollie Parnis,Mollie,Mollie Parnis,6226,Parnis,,,,Registration-Verified,Designer,,
,1939,,,"Stern, Robert A.M.",Robert,Robert A. Stern,622837,Stern,A M.,,,Ulan,Designer,500023335,"Stern, Robert A.M."
,1936,,2008,"Saint Laurent, Yves",Yves,Yves Saint Laurent,623216,Saint Laurent,,,,Ulan,Designer,500023723,"Saint Laurent, Yves"
,,,,Studio Job,,Studio Job,6238,,,,Studio Job,Organisation,Designer,,
,,,,Bär + Knell Design,,Bär + Knell Design,6240,,,,Bär + Knell Design,Organisation,Designer,,
,1967,,,David Huycke,David,David Huycke,6241,Huycke,,,,Person,Designer,,
